id,frequency,word
69675,דושיח,11
69676,התכסיס,4
69677,שמדידה,3
69678,מהפרוטאין,1
69679,שפרוטאין,1
69680,ואילך,13
69681,עיקביות,2
69682,מאודם,2
69683,וויתרתי,10
69684,מאונקולוג,1
69685,אגוס,3
69686,בבעיותיהם,1
69687,לממתינים,1
69688,מגון,8
69689,ברקמן,1
69690,שאחזיר,1
69691,למדידת,10
69692,פרוטאינים,3
69693,חלוןגישה,1
69694,שלגימת,1
69695,לאוטומטי,2
69696,בקוייצור,2
69697,שימדדו,1
69698,קוהייצור,1
69699,ועקבי,1
69700,וממיינים,1
69701,בטיפת,4
69702,חלקלקותם,1
69703,המתקבלים,4
69704,שתמונה,9
69705,אתקרב,7
69706,ממיינים,2
69707,המקטעים,5
69708,ומלמעלה,2
69709,ניוטרון,2
69710,ככימיקל,1
69711,איזוטופ,2
69712,במאפייניו,1
69713,והאחר,14
69714,אתקדם,3
69715,לניתוחים,6
69716,מדבקת,13
69717,המוכח,1
69718,נסווג,1
69719,עגבת,4
69720,כינין,3
69721,מערכתיות,3
69722,שבסרטן,2
69723,מקולקלים,5
69724,שםעצם,4
69725,סירטון,3
69726,שרברבות,3
69727,נבוא,6
69728,נזילה,2
69729,השרברב,2
69730,מימטבח,2
69731,וננגב,1
69732,נשפריץ,1
69733,פותחסתימות,1
69734,מיסלון,1
69735,זיפות,1
69736,לנגב,9
69737,המתרחשות,4
69738,מנקז,1
69739,סיבתי,7
69740,ופרוטאומיקה,1
69741,ואנה,5
69742,בארקר,1
69743,יסתכל,8
69744,המתמצאים,1
69745,מהאונקולוגים,1
69746,מהביולוגים,1
69747,סטאנפורד,6
69748,אוסטין,13
69749,שיימשך,1
69750,בבצענו,1
69751,ושבו,7
69752,בדושיח,3
69753,בעצבים,4
69754,כימותרפי,2
69755,ונסייע,1
69756,לגופך,2
69757,שגופך,1
69758,מירב,11
69759,נשמש,1
69760,לוחקיבוע,1
69761,יטפלו,6
69762,תידרש,5
69763,שתעבודנה,1
69764,התפור,1
69765,שאתמקד,2
69766,נמרים,13
69767,הסיכום,11
69768,והמגפות,1
69769,והציוויליזציות,1
69770,המתקדמות,11
69771,שהשתפרנו,2
69772,בריסון,1
69773,הנגיפי,11
69774,והקרוי,1
69775,דנגי,7
69776,מדביקה,4
69777,תידבק,1
69778,הדבקות,8
69779,למקסיקו,8
69780,לאסיה,6
69781,יתוש,15
69782,שעקץ,1
69783,הנגיף,58
69784,ששריריכם,1
69785,ותחושו,1
69786,שעצמותיכם,1
69787,שחריג,1
69788,שנעקצתם,1
69789,וחטפתם,1
69790,תיעקצו,1
69791,הנוגדנים,11
69792,ומגינה,1
69793,שתחלו,1
69794,בקדחת,2
69795,והנגיף,1
69796,בדנגי,1
69797,אאדס,2
69798,אגיפטי,2
69799,שמוצאו,1
69800,בצפוןאפריקה,1
69801,טרמפים,3
69802,ביציהם,4
69803,בריכה,14
69804,שלולית,10
69805,אמבטציפורים,2
69806,יטילו,1
69807,ופיזר,2
69808,הצהירה,1
69809,כמיליארד,4
69810,ולרסן,1
69811,שבמדירה,1
69812,הדנגי,5
69813,שהחרק,4
69814,למדירה,1
69815,שהיתוש,2
69816,יעקוץ,3
69817,בהריגת,2
69818,קוטליזחלים,1
69819,מתרבים,23
69820,גזעעץ,1
69821,בעשן,5
69822,ופיזורו,1
69823,וההגנה,2
69824,דוחהחרקים,1
69825,נתכנן,4
69826,הישמע,1
69827,הגונג,2
69828,ונחליט,1
69829,שיצמצם,2
69830,ויתוש,1
69831,שיוריד,2
69832,ובסביבתם,1
69833,שיורית,1
69834,וחלקן,8
69835,מהיתוש,1
69836,בחרק,3
69837,ומסביבו,1
69838,עוקצים,4
69839,היתושות,1
69840,לעקוץ,7
69841,שהזכרים,4
69842,באיתור,7
69843,תשחררו,2
69844,יתושה,1
69845,שיתרוצצו,2
69846,עקרים,3
69847,שהיתושות,1
69848,יצמצם,1
69849,יחפשו,5
69850,הנקבות,21
69851,יזדווגו,1
69852,ההזדווגות,7
69853,אוקסיטק,1
69854,בהסכמת,1
69855,קיימן,13
69856,במלזיה,6
69857,מהשטיח,1
69858,שעלויות,4
69859,ליתושים,2
69860,הפרדנו,1
69861,הוכנסו,9
69862,מהתיאור,1
69863,שיתקבל,2
69864,ומוודאים,1
69865,שהשחרור,3
69866,מהשיפורים,1
69867,והגישות,2
69868,מהונדסים,17
69869,שהשיטות,2
69870,ותשוו,4
69871,ליבולים,1
69872,בקוטלי,6
69873,איהיכולת,1
69874,מבוי,2
69875,ולשוחח,4
69876,מתפרנס,5
69877,מפילוסופיה,4
69878,אסטתיקה,2
69879,ברליוז,1
69880,פוגי,1
69881,הוקוסאי,2
69882,רוזנקווליר,1
69883,גול,3
69884,גוך,9
69885,אסטייר,1
69886,ופעולות,6
69887,כשרוניות,1
69888,כתיאוריה,1
69889,העצמתית,1
69890,מהפילוסופיה,2
69891,מתיאורטיקן,1
69892,פוסטמודרני,3
69893,ממומחה,3
69894,לבלוטי,1
69895,והכלאת,1
69896,בעינו,1
69897,המותניתתרבותית,1
69898,שציורים,1
69899,ואמנויות,1
69900,נערץ,1
69901,הפרואנים,2
69902,פסלי,7
69903,האינקה,4
69904,לאוצרות,1
69905,בריטיים,10
69906,אסתטיות,2
69907,האוניברסליות,9
69908,נחה,7
69909,הדארווינית,1
69910,והאסתטי,1
69911,האמנותיות,2
69912,לחרוטות,1
69913,הפרההיסטורית,2
69914,פלאיסטוקנית,1
69915,נבררנו,3
69916,להסתייע,4
69917,שנשמר,3
69918,בפרההיסטוריה,1
69919,למאובנים,1
69920,טעמם,1
69921,ציידיםמלקטים,6
69922,עוצמתה,4
69923,וההנאה,7
69924,שנבררה,2
69925,אדפטציות,1
69926,דארוויניות,1
69927,אדפטיבי,2
69928,ומעצימים,2
69929,ובהנאה,2
69930,סלקטיבי,8
69931,לאנטומיה,5
69932,ובסיסיות,1
69933,המחריד,3
69934,נרקב,5
69935,למתוק,1
69936,שבתורה,3
69937,שייק,1
69938,הזנב,49
69939,הטווס,6
69940,נברר,4
69941,הזוגיות,5
69942,דרךאגב,8
69943,שזנב,1
69944,האדפטיביות,1
69945,ולהתרבות,6
69946,ליפים,2
69947,הפלאייסטוקנית,1
69948,ופארקים,1
69949,ובתמונות,3
69950,ממוסגרות,1
69951,התלויות,2
69952,בסלונים,2
69953,אסכולת,2
69954,הדסון,7
69955,ציירים,1
69956,נקלעתם,2
69957,לצרה,8
69958,גדת,8
69959,הממשיך,3
69960,ליפה,2
69961,האידאלי,2
69962,הברורות,3
69963,תלויתרבות,1
69964,הפרההיסטוריה,1
69965,שעבודות,2
69966,הכשרוניים,1
69967,מלסקו,2
69968,ושוביי,1
69969,שוביי,1
69970,ומציאותיים,2
69971,ועיצוביים,1
69972,הנראות,10
69973,הפרההיסטוריות,1
69974,המסקרנות,1
69975,גרזני,13
69976,אשליים,2
69977,קוצצים,3
69978,אולדוביי,1
69979,כשהומו,1
69980,ובודדים,1
69981,סגלגלה,2
69982,כעלה,1
69983,ומחודד,1
69984,הצדיק,2
69985,אשל,1
69986,ברבבות,2
69987,ארגאסטר,1
69988,שימושו,1
69989,לחיתוך,6
69990,והעלילה,2
69991,מהפלאייסטוקן,1
69992,לבלאי,1
69993,חודיהם,1
69994,העדינים,12
69995,לקצבות,1
69996,הנאים,1
69997,הקפדנית,2
69998,הידועות,5
69999,פראקטיים,1
70000,שהומרו,1
70001,ושובי,1
70002,שהוערכו,1
70003,הוירטואוזית,1
70004,כסימנים,3
70005,לכשירות,1
70006,דארווינית,4
70007,המתפקדות,1
70008,ונוצות,2
70009,ובחוכמה,2
70010,רצויות,12
70011,אינטליגציה,1
70012,במוטוריקה,2
70013,מצפוניות,2
70014,שהפגין,1
70015,רבייתי,1
70016,תעלי,3
70017,להומו,3
70018,שייצר,7
70019,הומיניד,1
70020,ארגסטר,1
70021,האמנותית,7
70022,והקדםאנושית,1
70023,מתעקש,3
70024,וירטואוזית,1
70025,ומחול,2
70026,מהאישיות,1
70027,ברצונות,4
70028,האסתטיים,1
70029,הלובר,2
70030,והקרנגי,1
70031,ומולדת,1
70032,אמנותיות,4
70033,המציג,8
70034,חתוכה,5
70035,שהתכשיט,1
70036,אבותיכם,2
70037,בכשרון,2
70038,להכנתה,1
70039,שהועברה,4
70040,מכישורי,1
70041,צאצאינו,1
70042,ועתה,9
70043,לקאראקס,1
70044,טיפוחיו,1
70045,המצליח,9
70046,אבראו,3
70047,גוסטבו,4
70048,דודאמל,3
70049,מאסטרו,5
70050,ונצואלה,14
70051,חלומותינו,7
70052,בונצואלה,4
70053,שחיבר,4
70054,המלחינים,8
70055,המלחין,6
70056,ארתורו,1
70057,מרקז,3
70058,דאנזון,1
70059,לוקסו,2
70060,גוניור,10
70061,בהארלם,7
70062,כשעשו,2
70063,הדיווח,10
70064,תפאורה,3
70065,בעיפרון,5
70066,בתזמון,5
70067,הסמור,1
70068,כאנימטור,1
70069,שחק,3
70070,תכניס,4
70071,ועיצבתי,5
70072,לחינני,1
70073,ושובה,2
70074,שוליה,1
70075,ושקט,4
70076,ואכפתי,2
70077,ועויין,1
70078,מזוגגות,2
70079,מאבני,5
70080,אינטראקציית,1
70081,אדםרובוט,1
70082,ובסיטואציה,1
70083,קיפלנו,1
70084,כשבני,3
70085,שתורו,2
70086,ששחמט,1
70087,ומדעני,7
70088,שהרובוט,19
70089,הנוראית,13
70090,הסתלקתי,1
70091,מלימודי,5
70092,מהספרייה,1
70093,מתודי,3
70094,לסצינה,1
70095,נטועת,5
70096,ורובוט,2
70097,שיחקה,10
70098,צאנסים,2
70099,ויישמתי,1
70100,באינטליגניה,1
70101,ששחקנים,5
70102,הסינכרוניזציה,2
70103,במנורת,3
70104,ויבדקו,1
70105,מחושב,6
70106,ורובוטי,1
70107,לתורו,2
70108,המחושב,7
70109,ההרפתקני,3
70110,חוזרני,1
70111,בכינויים,3
70112,שולייה,4
70113,מרובוטים,2
70114,שלרובוטים,2
70115,במוזיקאים,2
70116,תיאום,19
70117,מרימבה,2
70118,התסתכלתי,1
70119,האלתור,13
70120,הרובוטיאנושי,2
70121,שנוגן,1
70122,שמוזיקאים,2
70123,ובמחקרי,1
70124,בהזדמנויות,7
70125,לגאז,1
70126,למוזיקאי,4
70127,ומאלתר,2
70128,במרימבה,1
70129,מביע,8
70130,מבר,2
70131,להתנועע,6
70132,באקורד,1
70133,ראפר,3
70134,גאם,1
70135,שהראפר,1
70136,בפרפריה,1
70137,פיסיים,8
70138,הסמארטפונים,2
70139,שישיג,1
70140,בפיתוחם,1
70141,עגינה,3
70142,הרמקול,10
70143,תפילו,2
70144,מתנועעים,3
70145,הרובוטיקאים,1
70146,שהרובוטים,7
70147,חינניים,2
70148,ומוזיקאים,2
70149,ולאלתר,2
70150,ממושלמים,1
70151,השטוח,6
70152,איןסופיים,1
70153,בלתימוגבלים,1
70154,ולקיבולת,1
70155,לקליטת,5
70156,המוגבל,7
70157,הדיגטלי,1
70158,לידיעתהטבע,1
70159,התמדנו,3
70160,קנימידה,2
70161,תמכה,5
70162,מבנייה,2
70163,פלאנטריום,1
70164,היידן,4
70165,שנחלוק,2
70166,להפקות,1
70167,ההתמחות,17
70168,שהענקנו,2
70169,לינקאופינג,1
70170,יוניוויו,1
70171,שמסלול,1
70172,כדורארץ,5
70173,כמיזם,3
70174,מהימלאיה,1
70175,קוסמולוגיה,5
70176,מכוכבהלכת,1
70177,מגלקסיות,3
70178,השיורי,4
70179,קרינתהרקע,1
70180,וומאפ,2
70181,שיצאנו,7
70182,ווייגר,2
70183,פיוניר,2
70184,ופיוניר,1
70185,מפעילת,1
70186,הקאסיני,4
70187,הצבוע,8
70188,משלבי,1
70189,מכוכבהחמה,1
70190,הכיפות,2
70191,מרשתים,1
70192,כיפות,9
70193,וכיתות,1
70194,הפלאנטריום,2
70195,תתסהרה,2
70196,הקמבודים,2
70197,בהיידן,1
70198,מביתספר,5
70199,הלוויין,17
70200,אקווה,3
70201,היוניוויו,1
70202,נפאל,14
70203,להאסה,1
70204,בטיבט,6
70205,האובך,2
70206,הגנגס,3
70207,וטיבט,1
70208,לגבור,4
70209,שביתנו,1
70210,יכולתינו,5
70211,מהחידה,1
70212,לספרים,9
70213,דיסקובר,3
70214,מהאלף,1
70215,קופלה,1
70216,קיפלתי,1
70217,התמכרתי,3
70218,תשבצים,5
70219,הטור,3
70220,גרדנר,3
70221,בסיינטיפיק,1
70222,אמריקן,11
70223,בחידה,3
70224,חידה,26
70225,שמתוכנות,1
70226,ותשובה,3
70227,מלגו,6
70228,שח,7
70229,חידת,6
70230,קומפקטית,1
70231,שיזכר,1
70232,שיחרטו,1
70233,פרופילים,7
70234,דמותרקע,1
70235,אמביגרם,2
70236,האמביגרם,1
70237,מיידה,1
70238,אמביגרמים,1
70239,וטלר,1
70240,לשקופיות,3
70241,אינטראקטיוית,1
70242,נפשט,4
70243,להרמה,1
70244,תזיזו,11
70245,האמרה,9
70246,מהקוביה,1
70247,הגיתי,4
70248,טרודאו,1
70249,קריקטוריסט,7
70250,תחתכו,2
70251,החופפות,2
70252,שהחתיכות,1
70253,החופפים,1
70254,פתרן,1
70255,התמדה,19
70256,וכשסיימתם,1
70257,המילההליקס,1
70258,פיסיקלית,3
70259,שוקלות,2
70260,הפרדתי,2
70261,ההפרדות,1
70262,איימיגו,1
70263,לנערים,6
70264,תנחשו,5
70265,ביגולד,1
70266,והשחקנים,4
70267,בנד,3
70268,טרנד,2
70269,שלפתור,1
70270,מהאפקטים,1
70271,לנינטנדו,1
70272,גראב,1
70273,אשחק,5
70274,בקרו,4
70275,תארתי,6
70276,בחלומות,4
70277,פרועים,4
70278,כמליון,3
70279,שריקנות,1
70280,שבתוכינו,1
70281,למסיבות,5
70282,להסטוריה,13
70283,למייקל,4
70284,ככומר,5
70285,מונופול,8
70286,חילוניים,4
70287,לנמכר,1
70288,סלבריטי,2
70289,אוונגליסט,2
70290,טלונגליסט,1
70291,שישו,9
70292,המריא,5
70293,תהילה,17
70294,לאגו,5
70295,שהמשפט,2
70296,כשפתאום,3
70297,דיילות,4
70298,ודיילות,1
70299,דיילים,1
70300,שאמות,3
70301,התווכחתי,2
70302,בתוכנים,1
70303,שכבני,3
70304,מברווז,1
70305,מכמתים,2
70306,אתאיסט,7
70307,הארחה,1
70308,מהכנסיה,4
70309,שהכנסיה,2
70310,שילמה,4
70311,בכוננות,2
70312,קיויתי,3
70313,שחמי,1
70314,בלוויה,2
70315,שמטפלות,2
70316,בערות,2
70317,ומגפות,1
70318,לנותני,1
70319,הנתינה,3
70320,האחיזה,8
70321,החומרנות,2
70322,חומרנות,2
70323,בלקבל,2
70324,ולבזבז,2
70325,מלכם,1
70326,ממשכורת,1
70327,מלשרת,1
70328,מסבב,1
70329,תהילים,1
70330,עב,1
70331,תפילת,2
70332,שתפזר,1
70333,אגואיסטית,2
70334,המזמור,3
70335,לאלמנה,1
70336,וליתום,1
70337,בנדכאים,1
70338,הכלואים,3
70339,וכשקראתי,2
70340,ואלמנות,2
70341,הרדאר,4
70342,מגודרות,2
70343,במנכלים,1
70344,ובמידת,4
70345,הדברות,5
70346,הסנה,1
70347,הבוער,5
70348,בידך,6
70349,בידכם,10
70350,פרוסת,4
70351,המטה,9
70352,יצג,3
70353,נכסיו,2
70354,בעדר,4
70355,מהשניים,4
70356,תתאר,2
70357,הניסים,2
70358,והכדור,5
70359,מהכדור,4
70360,רישות,2
70361,חיווט,12
70362,נכדים,11
70363,ויושב,3
70364,בילדי,1
70365,מלראות,9
70366,רוחניים,14
70367,מתוודים,2
70368,שתחתונה,1
70369,נוצרתם,1
70370,שבידכם,4
70371,פורטוגזים,1
70372,אנייה,1
70373,זזות,9
70374,בתאום,2
70375,שמערערות,1
70376,הגמול,9
70377,ההוויה,3
70378,המתודה,2
70379,ושניסויים,1
70380,בדבון,1
70381,תטרחו,3
70382,המדעניות,1
70383,שפרסמו,2
70384,לדוברת,2
70385,ושאילת,3
70386,בלאקאטון,4
70387,אוטול,1
70388,ותנאים,2
70389,שנלמדו,3
70390,שדבורים,5
70391,ניגשות,1
70392,ותכננו,2
70393,שהכנתם,1
70394,אםאז,2
70395,בכחולים,1
70396,ולבו,1
70397,לדייב,1
70398,סטראדוויק,4
70399,תעקוב,5
70400,בתצפית,3
70401,ובדיון,3
70402,בהיה,4
70403,ובשיטה,1
70404,מודגשות,1
70405,יצטטו,1
70406,ושות,4
70407,בבקרת,1
70408,בעפרונות,1
70409,שנלך,5
70410,לדייל,1
70411,פורווס,1
70412,מהאקדמיה,1
70413,מימיי,3
70414,מאלוני,1
70415,מתפרסמת,2
70416,מלארי,1
70417,המפל,6
70418,שתמקם,2
70419,ההפניות,1
70420,לביולוגי,1
70421,לטרס,3
70422,בביולוגי,2
70423,ההורדות,2
70424,והתגובות,4
70425,ממדענים,2
70426,והחשובים,3
70427,ברכו,5
70428,במטפורה,1
70429,שמעון,2
70430,יצעקו,1
70431,מאיימי,1
70432,וששאלה,1
70433,ששיחקנו,5
70434,ופרויקט,2
70435,מבלאקאטון,1
70436,שמותינו,2
70437,ששערו,1
70438,סתור,1
70439,ומתלבש,1
70440,ולהתרשם,1
70441,בורך,3
70442,סנוקר,2
70443,מעולמות,1
70444,העריץ,4
70445,זוגי,12
70446,באנגליתצחוק,1
70447,דלמטים,1
70448,נאהבים,4
70449,לרומנטי,2
70450,שנכפו,1
70451,ומגושם,1
70452,הטיפשה,1
70453,התמהמהות,1
70454,וההוריו,1
70455,לסתו,1
70456,וחיוך,3
70457,וכמוהו,3
70458,בסטייל,2
70459,בערמות,4
70460,מבולגנות,3
70461,אזר,2
70462,להזמנה,5
70463,היחודיות,5
70464,הסנובית,1
70465,ההתאהבות,2
70466,בקנאה,5
70467,משתלבים,16
70468,שההגדרה,8
70469,ועצמו,1
70470,שהסרטים,3
70471,לזוכה,1
70472,לארועי,2
70473,אקראים,3
70474,יחזיקו,6
70475,ניקוד,11
70476,מספרית,6
70477,ועודד,4
70478,בסלאם,2
70479,ולהעמיד,5
70480,מתאבקים,1
70481,לסלאמים,1
70482,לאלוף,2
70483,הסלאם,1
70484,והוזמנתי,3
70485,לאליפות,3
70486,ונשפטים,1
70487,צרפתים,4
70488,שהיצירה,2
70489,שקופצים,4
70490,ארים,5
70491,אטב,5
70492,כחלופה,1
70493,בשלםלפיצפיה,1
70494,ראפרי,1
70495,הפרג,1
70496,נבהה,1
70497,בפיפה,1
70498,נחייה,11
70499,מגק,1
70500,שפרופגנדת,1
70501,מפעפעת,1
70502,תמונתו,6
70503,מדפסות,17
70504,פוטוגנים,1
70505,ובאוכלוסייות,1
70506,מהמפגינים,1
70507,חתכי,1
70508,הרגועים,1
70509,יפוצצו,1
70510,הקונפטי,1
70511,שמאויישים,1
70512,תאוות,9
70513,והבנקאים,1
70514,ויקנו,1
70515,פוטפורי,1
70516,מהצרכים,5
70517,למלחמות,7
70518,למטוסי,2
70519,ואחננו,1
70520,בשרשראות,2
70521,כשהמצב,5
70522,הפלסטינאים,3
70523,המואשמים,1
70524,לתמורה,4
70525,להתחזות,4
70526,ובאוכלוסיית,1
70527,והאמונות,1
70528,סאנשיין,5
70529,החזות,6
70530,שמשית,2
70531,בערפילית,1
70532,שמגע,1
70533,מידאס,2
70534,התקרב,12
70535,ברונזה,3
70536,וכותונת,1
70537,שללבלוט,1
70538,הייתרונות,1
70539,וקנאות,1
70540,אוייבים,2
70541,שנדחקו,2
70542,הסנשיין,1
70543,התחבאו,1
70544,זדונית,8
70545,הפופולריים,5
70546,התארים,5
70547,שהתקרבו,1
70548,מתאדות,1
70549,הסאנשיין,3
70550,חמימה,7
70551,והקללות,1
70552,וכשהלב,1
70553,קרר,1
70554,אורו,1
70555,לברק,1
70556,מעומעם,2
70557,במקלעת,1
70558,אמיתייים,1
70559,שכשהבטתם,1
70560,נצרבה,2
70561,ברשתית,2
70562,בילדה,6
70563,הקרניים,8
70564,החדות,5
70565,כתער,4
70566,כיפיית,1
70567,מספטיליון,1
70568,הזוחלים,1
70569,מציליאנים,1
70570,לברזילאים,1
70571,השתק,2
70572,הסיטה,1
70573,לזרוח,6
70574,שימים,2
70575,ללילות,1
70576,מתודלק,2
70577,שהאמינה,2
70578,מזכרונותי,2
70579,מאמאר,1
70580,הארבעמשפחתי,1
70581,שבניויורק,3
70582,דירתה,2
70583,חסכה,3
70584,הפרוטות,1
70585,ונסעה,3
70586,ולטייל,1
70587,רקדה,4
70588,הפסקות,10
70589,ולקחה,7
70590,משפחתנו,4
70591,וכשסוףסוף,1
70592,האבחון,9
70593,בהידרדרות,3
70594,החלימה,2
70595,מאובחנות,8
70596,מאבקיה,1
70597,שייעודו,1
70598,שנטבע,4
70599,ומשמעותו,3
70600,והמולקולה,2
70601,לריאות,6
70602,ולמיפרקים,1
70603,לתפקודי,2
70604,ומיעוטים,2
70605,ייכללו,3
70606,שזוכים,6
70607,נכללות,1
70608,דרךשגרה,3
70609,ונוכחנו,4
70610,הרוצחת,2
70611,שתומכן,1
70612,מעורקיה,1
70613,מתסמינים,1
70614,צנתור,5
70615,הצנתור,1
70616,כשלינדה,1
70617,נדרשה,7
70618,אבחון,26
70619,בגליקול,1
70620,שמחלתה,1
70621,האופיינית,8
70622,היצרות,1
70623,מחלתה,2
70624,המשקע,5
70625,תקןהזהב,1
70626,ללינדה,1
70627,פורץדרך,3
70628,כותבי,10
70629,נלקחו,12
70630,הוכללו,1
70631,הבדיל,1
70632,אבודה,11
70633,המאדמאד,1
70634,הורטנס,1
70635,הסנדקית,3
70636,דיינה,3
70637,עישנו,3
70638,והונג,2
70639,נפטרו,7
70640,מעשנות,1
70641,השרידה,1
70642,הריאתי,2
70643,וכשגנים,1
70644,לביטוייתר,1
70645,ואשתף,3
70646,התייחסותנו,2
70647,וכשמחברי,1
70648,שהמוטציות,2
70649,הגנטיות,4
70650,שהתחשבה,1
70651,שהשקעתנו,1
70652,לדכאון,7
70653,הדכאון,10
70654,במצבירוח,1
70655,וכשמכניסים,1
70656,וחושפים,3
70657,לדחק,1
70658,טומנים,1
70659,בחובם,1
70660,מהרמזים,1
70661,שההבדלים,5
70662,וברפואה,4
70663,שהבדלים,2
70664,והרפואה,4
70665,והתנופה,1
70666,התנופה,4
70667,נתחשב,2
70668,ננתח,1
70669,רופאיה,1
70670,באהוביה,1
70671,לעתעתה,2
70672,תשאלי,2
70673,שרופאך,1
70674,ובדורות,1
70675,מוזג,1
70676,ובכזאת,1
70677,יומך,2
70678,מלנגן,1
70679,ממלכות,4
70680,כשהמיקרופון,1
70681,לולאה,26
70682,לפרות,2
70683,וזיווג,1
70684,אוטואימוניות,2
70685,בקנאות,2
70686,ומשמיד,2
70687,הפונדקאי,3
70688,הבנאדם,5
70689,לרגשי,1
70690,לליריים,1
70691,למנגינה,2
70692,נטעתי,1
70693,שנחל,1
70694,בלהגן,1
70695,ברך,22
70696,הושט,2
70697,והאוזן,2
70698,ששומעת,1
70699,הפרדת,11
70700,לבך,7
70701,משוררים,7
70702,מעונש,6
70703,שסקרנות,1
70704,העורף,5
70705,תזוז,11
70706,שסוכנינו,1
70707,החופשיים,9
70708,מפוחדים,12
70709,להרפתקאות,3
70710,שהאוקיינוסים,9
70711,נווה,7
70712,ותחלקו,1
70713,למרחבי,2
70714,שמתוכם,4
70715,ורחוק,5
70716,צוללותרובוטים,1
70717,בקתה,7
70718,עמיתת,1
70719,התנחלה,1
70720,התת,13
70721,אקווריוס,3
70722,אקוונאוט,1
70723,שחינו,1
70724,לכיוונה,1
70725,ושנתיים,5
70726,שחיכתה,3
70727,והזמינה,4
70728,תריסנית,2
70729,המימיות,2
70730,להסתקרן,2
70731,השוכנות,1
70732,שחתה,2
70733,ודגי,1
70734,דקר,11
70735,הדקר,2
70736,הגולייתי,2
70737,קיז,1
70738,נבח,1
70739,והנביחה,1
70740,הטרף,11
70741,ולעזוב,7
70742,פלורומטר,1
70743,מאופנן,2
70744,ומ,8
70745,ששונית,2
70746,הפלורומטר,1
70747,פורצי,8
70748,הפרוקטולוג,1
70749,הספוגים,1
70750,החבית,5
70751,הסקויה,4
70752,נטרף,2
70753,מהטורפים,3
70754,לביתם,8
70755,ולהעלם,2
70756,משוניות,4
70757,אדגרטרוניק,1
70758,והמצלמה,5
70759,בהרף,2
70760,מהקסדות,1
70761,שהתגוררנו,2
70762,לידן,1
70763,לאוקיינוסים,5
70764,והנדסית,1
70765,מההתנהגויות,4
70766,סלילוניות,1
70767,שמתכנסות,2
70768,ומתחמקות,1
70769,שמקיא,1
70770,הקברנון,1
70771,המפרשי,1
70772,המפרשית,1
70773,גולייתי,1
70774,נפרוץ,1
70775,מיגור,3
70776,אקוונאוטים,1
70777,ובשרני,1
70778,הטוענת,3
70779,כשמכרת,1
70780,שניסתה,7
70781,בתפריטים,2
70782,בימות,1
70783,ההליבוט,1
70784,דגיהחרב,1
70785,כנגדה,1
70786,מזהמות,5
70787,מרביתן,1
70788,שהזיהום,1
70789,ישאל,11
70790,שיירי,3
70791,שיירים,3
70792,ומעובדים,1
70793,להאכלה,2
70794,צדקן,1
70795,המתיימר,1
70796,עיתונאית,8
70797,נוצץ,13
70798,בישל,2
70799,מהמידה,2
70800,ולתדהמתי,6
70801,מיגל,16
70802,פלאמה,1
70803,גוודהלקיביר,1
70804,ארגניטינאיות,1
70805,ייבוש,1
70806,סוללת,6
70807,מושט,1
70808,בורי,1
70809,שריפס,2
70810,צלופחים,1
70811,ואדמת,1
70812,דנדי,1
70813,מתנשף,1
70814,ומזיע,1
70815,לברכיי,1
70816,ומיגל,1
70817,ברוגע,2
70818,דאה,1
70819,שחורת,9
70820,המינרליים,2
70821,הפיתופלנקטון,3
70822,המזכירה,4
70823,הטנזני,1
70824,שמיגל,1
70825,ממגע,5
70826,והראש,8
70827,והתמקד,1
70828,שאכלתי,10
70829,הפרעתי,5
70830,והפיתופלנקטון,1
70831,הזואופלנקטון,2
70832,שמאכיל,1
70833,המתחדשת,2
70834,מאכילה,8
70835,זוללים,3
70836,וביצי,2
70837,לשמורת,1
70838,נענע,4
70839,נמרצת,7
70840,שהבטן,3
70841,ושבודקת,1
70842,שטיב,1
70843,ציטטי,1
70844,וויטני,5
70845,לזפת,1
70846,אףפעם,3
70847,ונקי,5
70848,מהאוקינוס,7
70849,למיגל,1
70850,הנהן,3
70851,שבודקת,1
70852,הגוואדאלקיויר,1
70853,שנהרות,2
70854,תשטיפי,1
70855,קוטלי,11
70856,ועוזבים,6
70857,בכניסתם,1
70858,מטהרת,2
70859,בבריאותם,1
70860,שרומנטי,1
70861,ורדיקליות,1
70862,האכלנים,1
70863,מאהבים,1
70864,תאכילו,2
70865,ירעבו,4
70866,לבעח,1
70867,ההצדקה,1
70868,בחיסול,6
70869,שנשחקים,1
70870,פת,1
70871,לחמנו,2
70872,שמתחסלת,1
70873,במיכון,2
70874,פריון,5
70875,מסורי,3
70876,בייעור,2
70877,נאכיל,5
70878,ועייף,1
70879,ניסיוןתוךכדיעבודה,1
70880,שמחדשות,1
70881,לכלות,3
70882,סנר,1
70883,להרבי,1
70884,ולחבריו,2
70885,ומטרתי,1
70886,מוזיקלית,25
70887,אעקוב,3
70888,שהקטע,2
70889,המוזיקלי,6
70890,קפיצי,1
70891,הקפיצים,2
70892,כמוזיקאית,2
70893,נחווה,4
70894,ונחמדה,7
70895,שלובשת,1
70896,רוכשת,6
70897,שהרבי,1
70898,ומהמקל,1
70899,ארפה,1
70900,ולזרועי,1
70901,וסוףסוף,2
70902,מתאחדת,2
70903,נגנית,1
70904,מוסיקאית,1
70905,בטימפני,1
70906,והמורה,9
70907,הלחיים,3
70908,בכיוונון,1
70909,תופי,2
70910,הטימפני,1
70911,שכשבאמת,1
70912,ופורשים,1
70913,לרטט,1
